,logFC,logCPM,PValue,FDR
PA5557,2.84240229370376,9.42046394314263,1.02859773540447e-21,2.08584926486664e-20
PA2753,3.22286296886124,6.31830389800061,1.05130485287501e-21,2.1243092365211e-20
PA4702,-3.09795503909682,5.63300614719204,1.32675736959604e-21,2.67139302998805e-20
PA2322,2.92906740727666,6.39895196908169,1.41594744609719e-21,2.8409009183533e-20
PA5027,3.37655014648916,8.12992124402009,1.70999695389522e-21,3.40788726603219e-20
PA4855,2.58801974306364,6.74350763849565,1.71054573937861e-21,3.40788726603219e-20
PA0558,-2.66565241797623,6.39033616796374,1.78434847841289e-21,3.54249323791202e-20
PA3712,-2.82233425516825,6.28036380580279,1.97579626924929e-21,3.90890983163675e-20
PA3791,-2.80925944403483,6.36173968642392,2.36110896668135e-21,4.65499191417246e-20
PA4651,-3.63270898743901,3.80953182032283,2.57979538339116e-21,5.06853916501557e-20
PA4325,-2.81993134178731,5.62189559812648,2.96285233519427e-21,5.80106053766657e-20
PA5506,3.19215060430341,5.93394708113956,3.25277751768723e-21,6.34682843485502e-20
PA1878,-3.29483549008036,4.96498316267826,3.34656157542388e-21,6.50745774837561e-20
PA1111,-3.42120223722894,3.58967417816615,3.41848846250109e-21,6.62463395565911e-20
PA4671,3.5068216192091,10.8368943850788,3.84824746735136e-21,7.43209153728605e-20
PA2156,-5.00334643857794,2.28879742730567,3.91348924077002e-21,7.53247183359057e-20
PA3551,-4.55572846666679,6.06378876637882,4.28346805813929e-21,8.21673366017394e-20
PA0210,-7.34614856567814,2.99531174587477,5.3919196122011e-21,1.03081884033932e-19
PA4469,-4.46676344838889,4.86240689489556,6.03226560740713e-21,1.14936926573348e-19
PA4489,2.52977851028403,7.86907752291534,6.09228797157635e-21,1.15692344824784e-19
PA3907,2.77193374419935,4.99166667301032,6.53843070345746e-21,1.23750698447438e-19
PA0277,3.96357107641681,4.86925915386224,7.99439802565622e-21,1.50804624550419e-19
PA4877,-3.3381024781355,5.03024583024651,8.42126958439495e-21,1.58331022186075e-19
PA2157,-4.03721266662466,4.13873961339146,8.96181971455013e-21,1.67937994518863e-19
PA0441,-3.04844441906622,4.80923100355887,9.03484744242866e-21,1.68749551901677e-19
PA1902,-4.70133478383074,3.9731888039457,9.80843383400509e-21,1.82597663309773e-19
PA0471,-3.42429028311253,3.88487754284687,1.00256764226774e-20,1.86031995843014e-19
PA2544,-2.72945443588299,6.05892990093982,1.025226647481e-20,1.89616837276779e-19
PA1881,-3.1177426084769,4.40286687202568,1.06497597848171e-20,1.96329013175946e-19
PA1732,-3.22669658919836,4.55527726778477,1.34063315969716e-20,2.46346766367653e-19
PA0866,-2.83936688881715,8.21231101683576,1.45807127981851e-20,2.67062216993855e-19
PA1041,-3.07520539692529,6.77947559710609,1.56048387507093e-20,2.84901203943817e-19
PA2177,-2.92365679341971,5.53578595389947,1.68195063726669e-20,3.06093452512829e-19
PA4648,-3.59957571067352,5.08036806982382,1.83190576354775e-20,3.32318240428885e-19
PA1166,-2.92133905108216,3.51348632330851,1.84195002976676e-20,3.33076186911326e-19
PA0118,3.00720811344727,8.24022763159962,2.06257888359232e-20,3.71788028604355e-19
PA1837,3.0649666683479,5.8081998327007,2.0835793136513e-20,3.74384915914939e-19
PA3940,3.44937027355625,8.66570349725875,2.31774859840665e-20,4.15147524976434e-19
PA3361,-5.62686342618752,6.5356568691152,2.43517409992864e-20,4.34808759100467e-19
PA5421,-3.96714579927495,7.53326715350424,2.65074660268723e-20,4.7181627617737e-19
